userIdInt,recommendations
6859,"[{'145022': 4.67}, {'189325': 3.89}, {'96687': 2.91}, {'140150': 2.84}, {'105130': 2.82}, {'79236': 2.77}, {'62206': 2.77}, {'60880': 2.77}, {'83506': 2.76}, {'72899': 2.75}, {'117310': 2.73}, {'5037': 2.69}, {'173351': 2.68}, {'4379': 2.68}, {'92118': 2.67}]"
6860,"[{'189325': 3.62}, {'145022': 3.02}, {'79236': 2.79}, {'60880': 2.79}, {'62206': 2.79}, {'158832': 2.68}, {'2768': 2.68}, {'27093': 2.62}, {'173275': 2.62}, {'92118': 2.59}, {'91970': 2.58}, {'72899': 2.57}, {'59799': 2.55}, {'26835': 2.54}, {'49994': 2.52}]"
6861,"[{'158322': 5.0}, {'144448': 4.82}, {'59832': 4.55}, {'136443': 4.47}, {'114895': 4.43}, {'48389': 4.33}, {'78111': 4.29}, {'51187': 4.05}, {'77731': 3.98}, {'189325': 3.96}, {'59295': 3.96}, {'45188': 3.83}, {'114888': 3.82}, {'86541': 3.81}, {'101262': 3.75}]"
6862,"[{'33264': 3.21}, {'3229': 3.14}, {'189325': 3.09}, {'89961': 3.03}, {'9019': 3.02}, {'26761': 2.96}, {'871': 2.96}, {'145022': 2.94}, {'70992': 2.92}, {'26757': 2.89}, {'34246': 2.85}, {'96062': 2.84}, {'1664': 2.84}, {'26581': 2.77}, {'8398': 2.76}]"
6863,"[{'5626': 5.0}, {'5467': 5.0}, {'107117': 5.0}, {'101262': 5.0}, {'133335': 5.0}, {'52865': 5.0}, {'58324': 5.0}, {'46912': 5.0}, {'42213': 5.0}, {'151769': 5.0}, {'1710': 5.0}, {'47642': 5.0}, {'4739': 5.0}, {'5727': 5.28}, {'126088': 5.26}]"
6864,"[{'4739': 3.49}, {'96009': 3.35}, {'6127': 3.17}, {'135290': 3.06}, {'189325': 3.03}, {'167532': 3.0}, {'49225': 2.97}, {'76158': 2.95}, {'174219': 2.9}, {'137759': 2.89}, {'55856': 2.88}, {'174265': 2.88}, {'4137': 2.85}, {'98595': 2.84}, {'147330': 2.84}]"
6865,"[{'134109': 2.73}, {'3229': 2.64}, {'70992': 2.59}, {'146360': 2.56}, {'146684': 2.55}, {'170939': 2.55}, {'6342': 2.49}, {'33264': 2.48}, {'100306': 2.48}, {'5798': 2.47}, {'6843': 2.46}, {'145022': 2.45}, {'60135': 2.43}, {'47907': 2.42}, {'153756': 2.42}]"
6866,"[{'46194': 3.89}, {'188751': 3.83}, {'132569': 3.71}, {'148108': 3.66}, {'136445': 3.58}, {'411': 3.57}, {'84122': 3.56}, {'7343': 3.56}, {'138680': 3.53}, {'173735': 3.5}, {'5567': 3.48}, {'84407': 3.47}, {'134704': 3.42}, {'90421': 3.37}, {'160990': 3.36}]"
6867,"[{'145022': 4.24}, {'7890': 3.94}, {'192579': 3.83}, {'86096': 3.81}, {'188187': 3.8}, {'1555': 3.72}, {'140809': 3.68}, {'185951': 3.63}, {'5939': 3.62}, {'61037': 3.59}, {'43289': 3.59}, {'91707': 3.54}, {'25908': 3.53}, {'5075': 3.49}, {'7423': 3.49}]"
6868,"[{'123200': 3.85}, {'189325': 3.77}, {'27734': 3.64}, {'108518': 3.59}, {'110451': 3.51}, {'84160': 3.34}, {'8462': 3.32}, {'2768': 3.31}, {'136445': 3.3}, {'171751': 3.26}, {'111630': 3.24}, {'76758': 3.2}, {'135625': 3.18}, {'164983': 3.13}, {'51167': 3.12}]"
6869,"[{'189325': 3.82}, {'145022': 3.49}, {'5783': 3.05}, {'67812': 2.93}, {'105364': 2.88}, {'62206': 2.86}, {'60880': 2.86}, {'79236': 2.86}, {'35386': 2.84}, {'873': 2.81}, {'34411': 2.8}, {'100194': 2.8}, {'91970': 2.79}, {'27320': 2.77}, {'7578': 2.77}]"
6870,"[{'6342': 3.87}, {'56511': 3.48}, {'84230': 3.32}, {'172527': 3.26}, {'5216': 3.23}, {'31107': 3.21}, {'48167': 3.21}, {'120853': 3.1}, {'115921': 3.07}, {'60135': 3.07}, {'160209': 3.04}, {'98065': 3.03}, {'25900': 3.02}, {'60479': 3.0}, {'26189': 3.0}]"
6871,"[{'145022': 3.26}, {'7343': 3.23}, {'189325': 3.05}, {'173535': 2.9}, {'5223': 2.84}, {'27646': 2.79}, {'136443': 2.78}, {'132569': 2.72}, {'9019': 2.71}, {'44421': 2.68}, {'121374': 2.66}, {'170959': 2.64}, {'45188': 2.64}, {'71182': 2.63}, {'145140': 2.62}]"
6872,"[{'31032': 5.0}, {'119565': 5.15}, {'59832': 4.69}, {'89862': 4.63}, {'48389': 4.45}, {'7879': 4.42}, {'126927': 4.34}, {'158322': 4.33}, {'89632': 4.29}, {'77293': 4.27}, {'4982': 4.26}, {'113048': 4.18}, {'6241': 4.07}, {'157387': 4.05}, {'85278': 3.96}]"
6873,"[{'31148': 5.0}, {'143349': 5.0}, {'49225': 5.0}, {'169670': 5.0}, {'132358': 5.0}, {'91035': 5.0}, {'1052': 5.0}, {'168286': 5.0}, {'49642': 5.0}, {'5216': 5.0}, {'127188': 5.0}, {'150694': 5.0}, {'76738': 5.0}, {'74818': 5.0}, {'27646': 5.0}]"
6874,"[{'189325': 3.56}, {'145022': 3.19}, {'26761': 2.85}, {'145028': 2.8}, {'136443': 2.69}, {'97828': 2.65}, {'98697': 2.6}, {'76158': 2.6}, {'84122': 2.56}, {'114895': 2.55}, {'98595': 2.54}, {'62206': 2.51}, {'60880': 2.51}, {'79236': 2.51}, {'89632': 2.44}]"
6875,"[{'93193': 3.79}, {'105801': 3.73}, {'120853': 3.45}, {'27223': 3.44}, {'3670': 3.43}, {'146684': 3.4}, {'5216': 3.35}, {'119565': 3.33}, {'135979': 3.32}, {'5727': 3.31}, {'1052': 3.3}, {'146360': 3.26}, {'6307': 3.25}, {'6342': 3.24}, {'7885': 3.22}]"
6876,"[{'145022': 4.21}, {'189325': 3.73}, {'118252': 3.62}, {'82591': 3.51}, {'71027': 3.48}, {'133335': 3.45}, {'873': 3.42}, {'121155': 3.37}, {'142857': 3.33}, {'58870': 3.29}, {'98126': 3.29}, {'145140': 3.28}, {'121374': 3.27}, {'27163': 3.23}, {'139636': 3.17}]"
6877,"[{'156783': 4.8}, {'136343': 4.71}, {'26096': 4.67}, {'142857': 4.65}, {'136249': 4.58}, {'134182': 4.58}, {'6511': 4.57}, {'2216': 4.49}, {'86057': 4.43}, {'188309': 4.42}, {'143349': 4.39}, {'103208': 4.35}, {'190741': 4.32}, {'26523': 4.28}, {'6258': 4.26}]"
6878,"[{'55106': 4.91}, {'25782': 4.71}, {'4739': 4.57}, {'68028': 4.55}, {'65235': 4.54}, {'137759': 4.51}, {'2627': 4.41}, {'3242': 4.35}, {'25798': 4.34}, {'25797': 4.31}, {'53453': 4.3}, {'9013': 4.27}, {'48389': 4.21}, {'89632': 4.18}, {'61257': 4.16}]"
6879,"[{'26157': 5.31}, {'6511': 5.2}, {'5813': 5.19}, {'188309': 5.08}, {'133769': 4.91}, {'132954': 4.88}, {'183589': 4.75}, {'5760': 4.66}, {'136343': 4.65}, {'132569': 4.62}, {'51167': 4.6}, {'26761': 4.58}, {'104141': 4.54}, {'91035': 4.5}, {'5727': 4.46}]"
6880,"[{'145022': 3.89}, {'189325': 3.59}, {'58870': 3.58}, {'142857': 3.45}, {'82591': 3.38}, {'5939': 3.21}, {'71027': 3.13}, {'76158': 2.93}, {'118252': 2.9}, {'86096': 2.84}, {'60356': 2.84}, {'49668': 2.83}, {'109423': 2.83}, {'168910': 2.82}, {'27320': 2.81}]"
6881,"[{'70175': 5.0}, {'66581': 5.02}, {'170897': 4.84}, {'188625': 4.8}, {'142158': 4.73}, {'58933': 4.73}, {'65588': 4.61}, {'105364': 4.59}, {'112066': 4.54}, {'179285': 4.49}, {'131826': 4.26}, {'6055': 4.21}, {'69992': 4.17}, {'49668': 4.11}, {'67812': 4.02}]"
6882,"[{'145022': 4.92}, {'192579': 4.3}, {'190089': 4.07}, {'66339': 3.87}, {'5467': 3.6}, {'167964': 3.58}, {'58933': 3.52}, {'61037': 3.48}, {'104762': 3.4}, {'92122': 3.4}, {'25762': 3.38}, {'177939': 3.37}, {'140150': 3.34}, {'60389': 3.29}, {'167682': 3.29}]"
6883,"[{'145022': 4.52}, {'189325': 3.38}, {'7423': 3.22}, {'31032': 3.18}, {'1555': 3.18}, {'138952': 2.83}, {'172793': 2.82}, {'2627': 2.77}, {'5953': 2.76}, {'142861': 2.75}, {'48389': 2.74}, {'4538': 2.69}, {'61628': 2.66}, {'26141': 2.63}, {'3229': 2.61}]"
6884,"[{'27513': 3.56}, {'1664': 3.29}, {'5024': 3.29}, {'166777': 3.26}, {'93649': 3.21}, {'6563': 3.21}, {'31038': 3.16}, {'31705': 3.15}, {'2673': 3.07}, {'32707': 3.06}, {'2768': 3.0}, {'6456': 2.98}, {'503': 2.96}, {'26346': 2.93}, {'8867': 2.93}]"
6885,"[{'145022': 5.22}, {'132569': 4.6}, {'9019': 4.59}, {'189325': 4.55}, {'173535': 4.15}, {'114895': 4.07}, {'136445': 4.0}, {'4668': 3.97}, {'46194': 3.87}, {'7343': 3.84}, {'80181': 3.67}, {'84122': 3.65}, {'8257': 3.61}, {'1861': 3.6}, {'114888': 3.59}]"
6886,"[{'145022': 3.83}, {'89961': 3.53}, {'146360': 3.39}, {'39244': 3.38}, {'26757': 3.26}, {'27647': 3.25}, {'170939': 3.23}, {'70978': 3.23}, {'6843': 3.21}, {'5216': 3.2}, {'65357': 3.12}, {'76085': 3.12}, {'74148': 3.12}, {'3229': 3.08}, {'173535': 3.08}]"
6887,"[{'189325': 3.1}, {'145022': 2.93}, {'58870': 2.54}, {'142857': 2.53}, {'76158': 2.5}, {'82591': 2.49}, {'112066': 2.49}, {'175625': 2.44}, {'156783': 2.4}, {'60880': 2.36}, {'62206': 2.36}, {'79236': 2.36}, {'155625': 2.36}, {'71027': 2.32}, {'98595': 2.28}]"
6888,"[{'27658': 2.92}, {'76758': 2.88}, {'5842': 2.87}, {'54198': 2.87}, {'42740': 2.87}, {'8421': 2.83}, {'3625': 2.75}, {'127192': 2.73}, {'163941': 2.73}, {'49225': 2.68}, {'84122': 2.68}, {'189325': 2.68}, {'35386': 2.63}, {'27646': 2.63}, {'134041': 2.61}]"
6889,"[{'7343': 3.41}, {'188751': 3.2}, {'8421': 3.2}, {'145022': 3.19}, {'189325': 3.12}, {'121155': 3.0}, {'3625': 2.99}, {'173535': 2.99}, {'132569': 2.95}, {'121374': 2.9}, {'5842': 2.9}, {'84122': 2.83}, {'8996': 2.81}, {'145140': 2.79}, {'162726': 2.79}]"
6890,"[{'8421': 3.99}, {'145994': 3.78}, {'189325': 3.71}, {'96687': 3.39}, {'26139': 3.28}, {'84160': 3.27}, {'5842': 3.27}, {'26117': 3.2}, {'48389': 3.12}, {'188751': 3.1}, {'8142': 3.09}, {'51354': 3.08}, {'145022': 3.07}, {'98400': 3.06}, {'48501': 3.03}]"
6891,"[{'154816': 3.83}, {'89139': 3.53}, {'170591': 3.32}, {'6004': 3.23}, {'171751': 3.19}, {'96004': 3.13}, {'6511': 3.1}, {'143239': 3.04}, {'8007': 2.95}, {'87115': 2.95}, {'146327': 2.93}, {'69280': 2.91}, {'86057': 2.89}, {'49642': 2.89}, {'61628': 2.88}]"
6892,"[{'145022': 4.13}, {'189325': 3.35}, {'151585': 2.57}, {'136443': 2.57}, {'97828': 2.52}, {'114895': 2.52}, {'144448': 2.51}, {'173535': 2.51}, {'79236': 2.5}, {'60880': 2.5}, {'62206': 2.5}, {'59832': 2.47}, {'4538': 2.47}, {'142452': 2.47}, {'92118': 2.43}]"
6893,"[{'145028': 4.51}, {'70978': 4.36}, {'31032': 4.3}, {'7341': 4.17}, {'170601': 4.17}, {'69075': 4.12}, {'26593': 4.08}, {'44073': 4.06}, {'31894': 4.01}, {'119565': 4.0}, {'89862': 3.94}, {'136956': 3.91}, {'82157': 3.9}, {'143353': 3.84}, {'152067': 3.8}]"
6894,"[{'89961': 4.5}, {'6456': 4.35}, {'31148': 4.09}, {'90939': 4.06}, {'26219': 4.05}, {'8922': 3.97}, {'79994': 3.96}, {'116191': 3.91}, {'1052': 3.89}, {'93649': 3.83}, {'90933': 3.82}, {'170939': 3.78}, {'39394': 3.75}, {'1664': 3.75}, {'566': 3.7}]"
6895,"[{'189325': 3.64}, {'145022': 3.5}, {'142857': 2.37}, {'71027': 2.3}, {'114895': 2.28}, {'84122': 2.27}, {'49668': 2.27}, {'133335': 2.24}, {'98595': 2.23}, {'7928': 2.19}, {'106906': 2.18}, {'118252': 2.18}, {'84160': 2.18}, {'86083': 2.17}, {'32811': 2.16}]"
6896,"[{'135625': 3.94}, {'110451': 3.91}, {'1664': 3.69}, {'5465': 3.69}, {'70229': 3.66}, {'111320': 3.65}, {'172455': 3.57}, {'85334': 3.53}, {'90939': 3.49}, {'176601': 3.47}, {'111680': 3.46}, {'31148': 3.45}, {'116191': 3.4}, {'34246': 3.39}, {'118338': 3.33}]"
6897,"[{'6342': 3.9}, {'142857': 3.73}, {'136249': 3.71}, {'192579': 3.64}, {'156783': 3.52}, {'101893': 3.38}, {'116839': 3.38}, {'140769': 3.35}, {'84230': 3.31}, {'6258': 3.3}, {'134182': 3.29}, {'1903': 3.28}, {'60135': 3.27}, {'127188': 3.26}, {'47117': 3.26}]"
6898,"[{'8421': 4.15}, {'54198': 4.06}, {'6673': 3.83}, {'26117': 3.76}, {'148058': 3.63}, {'70229': 3.59}, {'1664': 3.59}, {'116191': 3.57}, {'89961': 3.52}, {'79994': 3.5}, {'3625': 3.39}, {'147726': 3.38}, {'157387': 3.34}, {'167964': 3.33}, {'72117': 3.32}]"
6899,"[{'162726': 5.2}, {'96634': 5.15}, {'101262': 5.05}, {'27646': 4.76}, {'175625': 4.59}, {'140769': 4.58}, {'71116': 4.51}, {'49225': 4.51}, {'192579': 4.48}, {'112903': 4.46}, {'82591': 4.42}, {'134182': 4.39}, {'107117': 4.38}, {'71027': 4.38}, {'76158': 4.35}]"
6900,"[{'31032': 5.0}, {'133335': 5.0}, {'7879': 5.21}, {'5626': 4.85}, {'157106': 4.72}, {'3149': 4.71}, {'151769': 4.67}, {'81725': 4.64}, {'7581': 4.62}, {'80736': 4.47}, {'6241': 4.47}, {'33410': 4.41}, {'4982': 4.32}, {'65359': 4.22}, {'5783': 4.18}]"
6901,"[{'145022': 4.32}, {'190089': 3.61}, {'8421': 3.48}, {'89632': 3.47}, {'173535': 3.32}, {'147300': 3.32}, {'26117': 3.28}, {'71418': 3.28}, {'25893': 3.23}, {'39244': 3.2}, {'145994': 3.13}, {'88065': 3.12}, {'81725': 3.1}, {'163022': 3.06}, {'113048': 3.05}]"
6902,"[{'2768': 4.39}, {'5024': 4.15}, {'8867': 4.1}, {'72784': 3.96}, {'6004': 3.86}, {'44611': 3.84}, {'77910': 3.81}, {'83158': 3.79}, {'77709': 3.73}, {'189325': 3.69}, {'503': 3.68}, {'33264': 3.68}, {'66659': 3.67}, {'109971': 3.66}, {'76301': 3.63}]"
6903,"[{'189325': 2.71}, {'145022': 2.64}, {'192579': 2.31}, {'62206': 2.29}, {'79236': 2.29}, {'60880': 2.29}, {'156783': 2.27}, {'6342': 2.27}, {'142857': 2.24}, {'112907': 2.16}, {'135979': 2.16}, {'26761': 2.13}, {'92118': 2.1}, {'116839': 2.08}, {'158832': 2.08}]"
6904,"[{'145022': 3.68}, {'117310': 3.26}, {'115973': 3.21}, {'31107': 3.19}, {'56511': 3.11}, {'6342': 3.08}, {'92498': 3.06}, {'48167': 2.97}, {'44073': 2.91}, {'192579': 2.9}, {'8238': 2.9}, {'189325': 2.9}, {'25900': 2.89}, {'135979': 2.87}, {'60135': 2.83}]"
6905,"[{'145022': 3.01}, {'189325': 3.0}, {'90933': 2.96}, {'117549': 2.93}, {'89217': 2.93}, {'123200': 2.89}, {'162726': 2.86}, {'165635': 2.85}, {'1052': 2.83}, {'188187': 2.8}, {'26117': 2.79}, {'7146': 2.79}, {'163022': 2.77}, {'107999': 2.75}, {'7928': 2.72}]"
6906,"[{'145022': 5.0}, {'189325': 3.93}, {'60014': 3.73}, {'103022': 3.66}, {'192579': 3.61}, {'133869': 3.58}, {'101262': 3.48}, {'30721': 3.48}, {'136443': 3.46}, {'26593': 3.42}, {'44073': 3.42}, {'137904': 3.4}, {'142857': 3.36}, {'58870': 3.35}, {'140150': 3.33}]"
6907,"[{'189325': 3.13}, {'145022': 2.9}, {'89862': 2.73}, {'5783': 2.69}, {'42740': 2.6}, {'79236': 2.58}, {'62206': 2.58}, {'60880': 2.58}, {'5086': 2.5}, {'7885': 2.48}, {'985': 2.46}, {'4935': 2.46}, {'91970': 2.42}, {'106158': 2.41}, {'27093': 2.39}]"
6908,"[{'145022': 4.14}, {'189325': 3.65}, {'142857': 2.72}, {'71027': 2.71}, {'62206': 2.61}, {'60880': 2.61}, {'79236': 2.61}, {'190089': 2.56}, {'145140': 2.56}, {'118252': 2.51}, {'873': 2.46}, {'27093': 2.45}, {'91970': 2.43}, {'173535': 2.41}, {'158832': 2.41}]"
6909,"[{'26157': 5.0}, {'144448': 4.87}, {'5700': 4.78}, {'4434': 4.7}, {'78162': 4.65}, {'54171': 4.6}, {'158322': 4.51}, {'119565': 4.37}, {'160988': 4.22}, {'5727': 4.19}, {'51167': 4.1}, {'136239': 4.07}, {'173283': 4.07}, {'107117': 4.07}, {'130578': 4.05}]"
6910,"[{'145022': 4.38}, {'189325': 3.57}, {'142857': 3.13}, {'105130': 3.08}, {'103022': 3.06}, {'192579': 3.04}, {'79236': 2.94}, {'60880': 2.94}, {'62206': 2.94}, {'26593': 2.92}, {'31894': 2.85}, {'30721': 2.83}, {'92118': 2.77}, {'60135': 2.76}, {'170601': 2.75}]"
6911,"[{'114895': 4.26}, {'7276': 4.13}, {'6127': 4.11}, {'89632': 4.1}, {'7879': 4.06}, {'145028': 4.02}, {'77818': 3.97}, {'48389': 3.93}, {'189325': 3.91}, {'93923': 3.91}, {'7165': 3.89}, {'3149': 3.87}, {'88065': 3.82}, {'55106': 3.8}, {'4982': 3.76}]"
6912,"[{'189325': 3.2}, {'145022': 2.66}, {'5842': 2.66}, {'98065': 2.56}, {'154941': 2.56}, {'7343': 2.55}, {'51167': 2.54}, {'76758': 2.51}, {'140769': 2.5}, {'62206': 2.48}, {'79236': 2.48}, {'60880': 2.48}, {'165639': 2.47}, {'3625': 2.46}, {'139636': 2.42}]"
6913,"[{'189325': 3.5}, {'5842': 2.63}, {'76758': 2.59}, {'51167': 2.56}, {'89386': 2.53}, {'98065': 2.52}, {'98595': 2.5}, {'133335': 2.49}, {'2768': 2.47}, {'170931': 2.47}, {'173275': 2.47}, {'139636': 2.46}, {'142857': 2.45}, {'26520': 2.45}, {'5783': 2.43}]"
6914,"[{'145022': 3.67}, {'189325': 3.19}, {'171749': 2.56}, {'142857': 2.45}, {'117310': 2.42}, {'145994': 2.39}, {'140150': 2.38}, {'112066': 2.35}, {'105364': 2.34}, {'65588': 2.31}, {'173351': 2.28}, {'188751': 2.26}, {'98755': 2.26}, {'101969': 2.26}, {'46105': 2.24}]"
6915,"[{'136443': 5.0}, {'7174': 5.0}, {'26761': 5.0}, {'179285': 5.0}, {'112066': 5.34}, {'145028': 5.21}, {'133869': 5.14}, {'140349': 5.06}, {'65588': 4.98}, {'189325': 4.74}, {'26803': 4.71}, {'175165': 4.7}, {'51187': 4.59}, {'5411': 4.57}, {'179333': 4.54}]"
6916,"[{'145022': 4.3}, {'31894': 3.09}, {'105130': 3.06}, {'189325': 3.02}, {'146684': 2.87}, {'192579': 2.77}, {'108289': 2.69}, {'94663': 2.61}, {'190089': 2.59}, {'89862': 2.58}, {'90424': 2.56}, {'60880': 2.56}, {'62206': 2.56}, {'79236': 2.56}, {'72899': 2.53}]"
6917,"[{'89862': 4.89}, {'61037': 4.43}, {'44073': 4.25}, {'174487': 4.17}, {'5939': 4.07}, {'105130': 3.84}, {'37957': 3.73}, {'63181': 3.72}, {'5783': 3.49}, {'140150': 3.43}, {'119565': 3.32}, {'92122': 3.3}, {'100882': 3.29}, {'6988': 3.29}, {'104762': 3.24}]"
6918,"[{'189325': 5.01}, {'145022': 4.94}, {'145994': 4.32}, {'48389': 3.76}, {'25762': 3.63}, {'136443': 3.54}, {'72035': 3.51}, {'86541': 3.49}, {'7423': 3.47}, {'61628': 3.39}, {'158322': 3.39}, {'105364': 3.36}, {'5829': 3.35}, {'51354': 3.35}, {'8462': 3.34}]"
6919,"[{'31148': 4.83}, {'1664': 4.48}, {'111320': 4.18}, {'89961': 4.13}, {'188187': 3.86}, {'65357': 3.84}, {'7742': 3.83}, {'114852': 3.82}, {'27096': 3.77}, {'65310': 3.76}, {'128830': 3.66}, {'95670': 3.64}, {'6673': 3.61}, {'823': 3.6}, {'26749': 3.54}]"
6920,"[{'189325': 3.53}, {'49668': 2.85}, {'145022': 2.82}, {'142857': 2.74}, {'86096': 2.72}, {'43289': 2.66}, {'32811': 2.55}, {'26809': 2.54}, {'53853': 2.52}, {'151767': 2.46}, {'2591': 2.45}, {'142861': 2.42}, {'7928': 2.42}, {'1555': 2.41}, {'105364': 2.37}]"
6921,"[{'192579': 3.51}, {'145022': 3.43}, {'137759': 3.37}, {'112907': 3.34}, {'189325': 3.31}, {'127188': 3.31}, {'25797': 3.29}, {'190089': 3.28}, {'55856': 3.25}, {'135290': 3.24}, {'61257': 3.24}, {'32375': 3.21}, {'7928': 3.19}, {'79507': 3.19}, {'76738': 3.18}]"
6922,"[{'77841': 5.0}, {'55856': 5.0}, {'175625': 5.0}, {'4868': 5.0}, {'39244': 5.0}, {'121135': 5.0}, {'170939': 5.0}, {'112903': 5.0}, {'27646': 5.0}, {'93572': 5.0}, {'42213': 5.0}, {'7885': 5.0}, {'55298': 5.0}, {'81111': 5.0}, {'145028': 5.0}]"
6923,"[{'26219': 3.62}, {'140150': 3.48}, {'145022': 3.37}, {'145384': 3.27}, {'49359': 3.24}, {'61937': 3.18}, {'6930': 3.05}, {'39410': 3.0}, {'108575': 2.98}, {'92122': 2.95}, {'8715': 2.94}, {'5028': 2.91}, {'90939': 2.9}, {'33264': 2.9}, {'5917': 2.87}]"
6924,"[{'26761': 5.0}, {'26803': 5.0}, {'165069': 5.0}, {'143349': 5.0}, {'179285': 5.0}, {'7174': 5.0}, {'53453': 5.0}, {'7388': 5.0}, {'4739': 5.3}, {'93842': 5.21}, {'8867': 5.12}, {'27779': 5.11}, {'27738': 5.02}, {'109963': 4.96}, {'6511': 4.83}]"
6925,"[{'70175': 4.17}, {'189325': 3.96}, {'188625': 3.95}, {'145028': 3.83}, {'82591': 3.68}, {'985': 3.67}, {'34548': 3.46}, {'112066': 3.44}, {'96004': 3.41}, {'152067': 3.4}, {'7879': 3.33}, {'131826': 3.27}, {'4739': 3.26}, {'55856': 3.25}, {'113350': 3.23}]"
6926,"[{'119565': 5.0}, {'31032': 4.8}, {'4982': 4.64}, {'89862': 4.51}, {'98065': 4.35}, {'158322': 4.34}, {'26157': 4.33}, {'169814': 4.28}, {'2768': 4.25}, {'54171': 4.24}, {'139195': 4.24}, {'153756': 4.23}, {'134109': 4.22}, {'78162': 4.2}, {'31038': 4.19}]"
6927,"[{'145022': 3.75}, {'189325': 3.0}, {'31894': 3.0}, {'96634': 2.92}, {'114895': 2.82}, {'139106': 2.69}, {'45188': 2.62}, {'162726': 2.61}, {'89632': 2.57}, {'44421': 2.56}, {'94663': 2.55}, {'121374': 2.53}, {'136443': 2.53}, {'114888': 2.52}, {'173535': 2.52}]"
6928,"[{'189325': 3.22}, {'156783': 2.99}, {'145022': 2.98}, {'192579': 2.95}, {'112907': 2.87}, {'62206': 2.8}, {'60880': 2.8}, {'79236': 2.8}, {'26761': 2.8}, {'6342': 2.71}, {'32375': 2.7}, {'135979': 2.68}, {'49225': 2.65}, {'76738': 2.64}, {'112903': 2.62}]"
6929,"[{'189325': 2.96}, {'145022': 2.19}, {'62206': 2.17}, {'60880': 2.17}, {'79236': 2.17}, {'2768': 2.15}, {'98595': 2.12}, {'173275': 2.12}, {'76758': 2.12}, {'142857': 2.1}, {'84122': 2.1}, {'27093': 2.09}, {'91970': 2.08}, {'120867': 2.07}, {'169370': 2.07}]"
6930,"[{'5783': 3.93}, {'189325': 3.76}, {'99397': 3.61}, {'8421': 3.52}, {'42740': 3.48}, {'985': 3.46}, {'106158': 3.29}, {'76758': 3.22}, {'35386': 3.18}, {'89862': 3.13}, {'98065': 3.1}, {'5842': 3.08}, {'157387': 3.04}, {'65359': 3.03}, {'26257': 3.02}]"
6931,"[{'145022': 4.03}, {'26761': 4.03}, {'156783': 3.95}, {'4538': 3.72}, {'76158': 3.7}, {'189325': 3.67}, {'165069': 3.65}, {'135290': 3.62}, {'145028': 3.59}, {'179285': 3.54}, {'4739': 3.49}, {'7174': 3.43}, {'142857': 3.41}, {'55856': 3.38}, {'60356': 3.35}]"
6932,"[{'1555': 4.13}, {'105364': 3.89}, {'145994': 3.77}, {'122288': 3.64}, {'179285': 3.51}, {'58933': 3.5}, {'173351': 3.48}, {'140150': 3.45}, {'66581': 3.43}, {'146327': 3.42}, {'169288': 3.42}, {'8867': 3.41}, {'7423': 3.4}, {'145384': 3.33}, {'166777': 3.29}]"
6933,"[{'145022': 4.07}, {'189325': 3.94}, {'79236': 3.0}, {'60880': 3.0}, {'62206': 3.0}, {'72899': 2.94}, {'92118': 2.86}, {'117310': 2.8}, {'1664': 2.79}, {'158832': 2.74}, {'49994': 2.72}, {'185951': 2.71}, {'175217': 2.7}, {'80478': 2.7}, {'77344': 2.7}]"
6934,"[{'145022': 3.89}, {'189325': 3.88}, {'133716': 3.37}, {'142857': 3.22}, {'26761': 3.2}, {'60135': 3.19}, {'172009': 3.18}, {'112907': 3.16}, {'114082': 3.15}, {'146684': 3.13}, {'97395': 3.09}, {'76158': 3.08}, {'60880': 3.06}, {'62206': 3.06}, {'79236': 3.06}]"
6935,"[{'145022': 3.24}, {'142857': 2.74}, {'189325': 2.74}, {'71027': 2.56}, {'192579': 2.54}, {'76158': 2.47}, {'58870': 2.44}, {'82591': 2.4}, {'44421': 2.37}, {'79236': 2.31}, {'62206': 2.31}, {'60880': 2.31}, {'60356': 2.27}, {'116704': 2.27}, {'103022': 2.27}]"
6936,"[{'6342': 3.28}, {'48167': 3.27}, {'56511': 3.26}, {'170959': 3.2}, {'42740': 3.12}, {'56167': 3.07}, {'27646': 2.99}, {'165343': 2.98}, {'170939': 2.92}, {'84230': 2.91}, {'115973': 2.9}, {'7885': 2.9}, {'112903': 2.9}, {'140769': 2.89}, {'110461': 2.86}]"
6937,"[{'145022': 4.9}, {'96687': 4.83}, {'114895': 4.72}, {'189325': 4.42}, {'27667': 4.25}, {'158322': 4.24}, {'114888': 4.15}, {'31032': 4.02}, {'48389': 4.01}, {'89862': 3.86}, {'5858': 3.81}, {'6119': 3.77}, {'106906': 3.67}, {'81910': 3.66}, {'8421': 3.64}]"
6938,"[{'189325': 3.45}, {'5783': 2.71}, {'2768': 2.71}, {'98595': 2.65}, {'26520': 2.62}, {'27320': 2.61}, {'89386': 2.6}, {'170931': 2.59}, {'76758': 2.57}, {'133335': 2.57}, {'106158': 2.56}, {'173275': 2.55}, {'98065': 2.55}, {'130996': 2.53}, {'76158': 2.52}]"
6939,"[{'145022': 4.02}, {'93649': 3.71}, {'77293': 3.7}, {'89862': 3.66}, {'119565': 3.64}, {'95604': 3.57}, {'8922': 3.55}, {'27217': 3.5}, {'114895': 3.5}, {'74148': 3.49}, {'147726': 3.47}, {'76085': 3.46}, {'153756': 3.45}, {'6673': 3.43}, {'31038': 3.39}]"
